;8;127;10;10
Jacques;;;;
...;;;;
Oui;;;;
,;;;;
monsieur;;;;
Jacques;;;;
...;;;;
Mais;;;;
je;;;;
n';;;;
osais;;;;
pas;;;;
m';;;;
approcher;;;;
...;;;;
A;;;;
la;;;;
fin;;;;
,;;;;
pourtant;;;;
,;;;;
Jacques;;;;
m';;;;
appela;;;;
et;;;;
me;;;;
fit;;;;
mettre;;;;
a;;;;
son;;;;
chevet;;;;
,;;;;
a;;;;
c6te;;;;
de;;;;
Pierrotte;;;;
:;;;;
-;;;;
Daniel;;;;
,;;;;
mon;;;;
cheri;;;;
,;;;;
me;;;;
dit;;;;
-il;;;;
,;;;;
apres;;;;
une;;;;
longue;;;;
pause;;;;
,;;;;
je;;;;
suis;;;;
bien;;;;
triste;;;;
d';;;;
etre;;;;
oblige;;;;
de;;;;
te;;;;
quitter;;;;
	;;;;
mais;;;;
une;;;;
chose;;;;
me;;;;
console;;;;
:;;;;
je;;;;
ne;;;;
te;;;;
laisse;;;;
pas;;;;
seul;;;;
dans;;;;
la;;;;
vie;;;;
...;;;;
Il;;;;
te;;;;
restera;;;;
Pierrotte;;;;
,;;;;
le;;;;
bon;;;;
Pierrotte;;;;
,;;;;
qui;;;;
te;;;;
pardonne;;;;
et;;;;
s';;;;
engage;;;;
a;;;;
me;;;;
remplacer;;;;
pres;;;;
de;;;;
toi;;;;
...;;;;
-;;;;
Ohl;;;;
ouil;;;;
monsieur;;;;
Jacques;;;;
,;;;;
je;;;;
m';;;;
engage;;;;
...;;;;
c';;;;
est;;;;
bien;;;;
le;;;;
cas;;;;
de;;;;
le;;;;
dire;;;;
...;;;;
je;;;;
m';;;;
engage;;;;
..;;;;
-;;;;
Vois;;;;
-;;;;
tul;;;;
mon;;;;
pauvre;;;;
petit;;;;
,;;;;
continua;;;;
la;;;;
mere;;;;
Jacques;;;;
,;;;;
jamais;;;;
ha;;;;
toi;;;;
seul;;;;
tu;;;;
ne;;;;
parviendrais;;;;
a;;;;
reconstruire;;;;
le;;;;
foyer;;;;
...;;;;
Ce;;;;
n';;;;
est;;;;
pas;;;;
pour;;;;
te;;;;
faire;;;;
dc;;;;
la;;;;
peine;;;;
,;;;;
mais;;;;
tu;;;;
es;;;;
un;;;;
mauvais;;;;
reconstructeur;;;;
de;;;;
foyer;;;;
...;;;;
Seulement;;;;
,;;;;
je;;;;
crois;;;;
qu';;;;
aide;;;;
de;;;;
Pierrotte;;;;
tu;;;;
parviendras;;;;
a;;;;
realiser;;;;
notre;;;;
reve;;;;
...;;;;
Je;;;;
ne;;;;
te;;;;
demande;;;;
pas;;;;
d';;;;
essayer;;;;
de;;;;
devenir;;;;
un;;;;
homme;;;;
	;;;;
je;;;;
pense;;;;
,;;;;
comme;;;;
l';;;;
abbe;;;;
Germane;;;;
,;;;;
que;;;;
tu;;;;
seras;;;;
un;;;;
enfant;;;;
toute;;;;
ta;;;;
vie;;;;
.;;;;
Mais;;;;
je;;;;
te;;;;
supplie;;;;
d';;;;
etre;;;;
toujours;;;;
un;;;;
bon;;;;
enfant;;;;
,;;;;
un;;;;
brave;;;;
enfant;;;;
,;;;;
et;;;;
surtout;;;;
...;;;;
approche;;;;
un;;;;
peu;;;;
,;;;;
que;;;;
je;;;;
te;;;;
dise;;;;
ca;;;;
dans;;;;
l';;;;
oreille;;;;
...;;;;
et;;;;
surtout;;;;
de;;;;
ne;;;;
pas;;;;
faire;;;;
pleurer;;;;
les;;;;
yeux;;;;
noirs;;;;
.;;;;
Ici;;;;
,;;;;
mon;;;;
pauvre;;;;
bien-aime;;;;
se;;;;
reposa;;;;
encore;;;;
un;;;;
moment;;;;
	;;;;
puis;;;;
il;;;;
reprit;;;;
:;;;;
-;;;;
Quand;;;;
tout;;;;
sera;;;;
fini;;;;
,;;;;
tu;;;;
ecriras;;;;
a;;;;
papa;;;;
et;;;;
a;;;;
maman;;;;
.;;;;
Seulement;;;;
il;;;;
faudra;;;;
leur;;;;
apprendre;;;;
la;;;;
chose;;;;
par;;;;
morceaux;;;;
...;;;;
En;;;;
une;;;;
seule;;;;
fois;;;;
cela;;;;
leur;;;;
ferait;;;;
trop;;;;
de;;;;
mal;;;;
...;;;;
Comprends;;;;
-;;;;
tu;;;;
,;;;;
maintenant;;;;
,;;;;
pourquoi;;;;
jez39;;;;
n';;;;
ai;;;;
pas;;;;
fait;;;;
venir;;;;
Mme;;;;
Eyssette;;;;
je;;;;
ne;;;;
voulais;;;;
pas;;;;
qu';;;;
elle;;;;
ft;;;;
la;;;;
.;;;;
Ce;;;;
sont;;;;
de;;;;
trop;;;;
mauvais;;;;
moments;;;;
pour;;;;
les;;;;
meres;;;;
...;;;;
Il;;;;
s';;;;
interrompit;;;;
et;;;;
regarda;;;;
du;;;;
cote;;;;
de;;;;
la;;;;
porte;;;;
.;;;;
--;;;;
Voilh;;;;
le;;;;
bon;;;;
Dieul;;;;
dit;;;;
-il;;;;
en;;;;
souriant;;;;
.;;;;
Et;;;;
il;;;;
nous;;;;
fit;;;;
signe;;;;
de;;;;
nous;;;;
ecarter;;;;
.;;;;
C';;;;
etait;;;;
le;;;;
viatique;;;;
qu';;;;
on;;;;
apportait;;;;
.;;;;
Sur;;;;
la;;;;
nappe;;;;
blanche;;;;
,;;;;
au;;;;
milieu;;;;
des;;;;
cierges;;;;
,;;;;
l';;;;
hostie;;;;
et;;;;
les;;;;
saintes;;;;
huiles;;;;
prirent;;;;
place;;;;
.;;;;
Apres;;;;
quoi;;;;
,;;;;
le;;;;
pretre;;;;
s';;;;
approcha;;;;
du;;;;
lit;;;;
,;;;;
et;;;;
la;;;;
ceremonie;;;;
commenga;;;;
...;;;;
Quand;;;;
ce;;;;
fut;;;;
fini;;;;
,;;;;
-;;;;
ohl;;;;
que;;;;
le;;;;
temps;;;;
me;;;;
sembla;;;;
longl;;;;
-;;;;
quand;;;;
ce;;;;
fut;;;;
fini;;;;
,;;;;
acques;;;;
m';;;;
appela;;;;
doucement;;;;
pres;;;;
de;;;;
lui;;;;
:;;;;
--;;;;
Embrasse;;;;
-moi;;;;
,;;;;
me;;;;
dit;;;;
-il;;;;
	;;;;
et;;;;
sa;;;;
voix;;;;
etait;;;;
si;;;;
faible;;;;
qu';;;;
il;;;;
avait;;;;
1'air;;;;
de;;;;
me;;;;
parler;;;;
de;;;;
loin;;;;
...;;;;
Il;;;;
devait;;;;
etre;;;;
loin;;;;
en;;;;
effet;;;;
,;;;;
depuis;;;;
tantot;;;;
douze;;;;
heures;;;;
que;;;;
l';;;;
horrible;;;;
phtisie;;;;
galopante;;;;
l';;;;
avait;;;;
jete;;;;
sur;;;;
son;;;;
dos;;;;
maigre;;;;
et;;;;
l';;;;
emportait;;;;
vers;;;;
la;;;;
mort;;;;
au;;;;
triple;;;;
galop;;;;
...;;;;
Alors;;;;
,;;;;
en;;;;
m';;;;
approchant;;;;
pour;;;;
l';;;;
embrasser;;;;
,;;;;
ma;;;;
main;;;;
rencontra;;;;
sa;;;;
main;;;;
,;;;;
sa;;;;
chere;;;;
main;;;;
toute;;;;
moite;;;;
des;;;;
sueurs;;;;
de;;;;
l';;;;
agonie;;;;
.;;;;
e;;;;
m';;;;
en;;;;
emparai;;;;
et;;;;
je;;;;
ne;;;;
la;;;;
quittai;;;;
plus;;;;
...;;;;
Nous;;;;
restames;;;;
ainsi;;;;
je;;;;
ne;;;;
sais;;;;
combien;;;;
de;;;;
temps;;;;
	;;;;
peut;;;;
-;;;;
etre;;;;
une;;;;
heure;;;;
,;;;;
peut;;;;
-;;;;
etre;;;;
une;;;;
eternite;;;;
,;;;;
je;;;;
ne;;;;
sais;;;;
pas;;;;
du;;;;
tout;;;;
...;;;;
Il;;;;
ne;;;;
me;;;;
voyait;;;;
plus;;;;
,;;;;
il;;;;
ne;;;;
me;;;;
parlait;;;;
plus;;;;
.;;;;
Seulement;;;;
,;;;;
a;;;;
plusieurs;;;;
reprises;;;;
,;;;;
sa;;;;
main;;;;
remua;;;;
dans;;;;
la;;;;
mienne;;;;
comme;;;;
pour;;;;
me;;;;
dire;;;;
:;;;;
Je;;;;
sens;;;;
que;;;;
tu;;;;
es;;;;
la;;;;
,;;;;
n;;;;
Soudain;;;;
un;;;;
long;;;;
soubresaut;;;;
agita;;;;
son;;;;
pauvre;;;;
corps;;;;
des;;;;
pieds;;;;
a;;;;
la;;;;
tete;;;;
.;;;;
e;;;;
vis;;;;
ses;;;;
yeux;;;;
s';;;;
ouvrir;;;;
et;;;;
regarder;;;;
autour;;;;
d';;;;
eux;;;;
pour;;;;
chercher;;;;
quelqu';;;;
un;;;;
	;;;;
et;;;;
,;;;;
comme;;;;
je;;;;
me;;;;
penchais;;;;
sur;;;;
lui;;;;
,;;;;
je;;;;
l';;;;
entendis;;;;
dire;;;;
deux;;;;
fois;;;;
tres;;;;
doucement;;;;
:;;;;
a;;;;
Jacques;;;;
,;;;;
tu;;;;
es;;;;
un;;;;
ane;;;;
...;;;;
Jacques;;;;
,;;;;
tu;;;;
es;;;;
un;;;;
anel;;;;
...;;;;
puis;;;;
rien;;;;
...;;;;
il;;;;
etait;;;;
mort;;;;
...;;;;
...;;;;
Ohl;;;;
le;;;;
revel;;;;
...;;;;
Il;;;;
fit;;;;
grand;;;;
vent;;;;
cette;;;;
nuit;;;;
-;;;;
lh;;;;
.;;;;
Decembre;;;;
envoyait;;;;
des;;;;
poignees;;;;
de;;;;
gresil;;;;
contre;;;;
les;;;;
vitres;;;;
.;;;;
Sur;;;;
la;;;;
table;;;;
au;;;;
bout;;;;
de;;;;
la;;;;
chambre;;;;
,;;;;
un;;;;
christ;;;;
d';;;;
argent;;;;
flambait;;;;
entre;;;;
deux;;;;
bougies;;;;
.;;;;
A;;;;
genoux;;;;
devant;;;;
le;;;;
Christ;;;;
,;;;;
un;;;;
pretre;;;;
que;;;;
je;;;;
ne;;;;
connaissais;;;;
pas;;;;
priait;;;;
d';;;;
une;;;;
voix;;;;
forte;;;;
,;;;;
dans;;;;
le;;;;
bruit;;;;
du;;;;
vent;;;;
...;;;;
Moi;;;;
,;;;;
je;;;;
ne;;;;
priais;;;;
pas;;;;
	;;;;
je;;;;
ne;;;;
pleurais;;;;
pas;;;;
non;;;;
plus;;;;
...;;;;
Je;;;;
n';;;;
avais;;;;
qu';;;;
une;;;;
idee;;;;
,;;;;
une;;;;
idee;;;;
fixe;;;;
,;;;;
c';;;;
etait;;;;
de;;;;
rechauffer;;;;
la;;;;
main;;;;
de;;;;
mon;;;;
bien-;;;;
aime;;;;
que;;;;
je;;;;
tenais;;;;
etroitement;;;;
serree;;;;
dans;;;;
les;;;;
miennes;;;;
.;;;;
Helasl;;;;
plus;;;;
le;;;;
matin;;;;
approchait;;;;
,;;;;
plus;;;;
cette;;;;
main;;;;
devenait;;;;
lourde;;;;
et;;;;
de;;;;
glace;;;;
...;;;;
Tout;;;;
coup;;;;
le;;;;
pretre;;;;
qui;;;;
recitait;;;;
du;;;;
latin;;;;
la;;;;
-;;;;
bas;;;;
,;;;;
devant;;;;
le;;;;
christ;;;;
,;;;;
se;;;;
leva;;;;
et;;;;
vint;;;;
me;;;;
frapper;;;;
sur;;;;
l';;;;
epaule;;;;
.;;;;
-;;;;
IEssaye;;;;
de;;;;
prier;;;;
,;;;;
me;;;;
dit;;;;
-il;;;;
...;;;;
Cela;;;;
te;;;;
fera;;;;
du;;;;
bien;;;;
.;;;;
Alors;;;;
seulement;;;;
je;;;;
le;;;;
reconnus;;;;
...;;;;
C';;;;
etait;;;;
mon;;;;
vieil;;;;
ami;;;;
du;;;;
college;;;;
dea4O;;;;
LB;;;;
PETIT;;;;
CHOSE;;;;
Sarlande;;;;
,;;;;
l';;;;
abbe;;;;
Germane;;;;
lui;;;;
-;;;;
meme;;;;
,;;;;
avec;;;;
sa;;;;
belle;;;;
figure;;;;
mutilee;;;;
et;;;;
son;;;;
air;;;;
de;;;;
dragon;;;;
en;;;;
soutane;;;;
...;;;;
La;;;;
souffrance;;;;
m';;;;
avait;;;;
tellement;;;;
aneanti;;;;
que;;;;
je;;;;
ne;;;;
fus;;;;
pas;;;;
etonne;;;;
de;;;;
le;;;;
voir;;;;
.;;;;
Cela;;;;
me;;;;
parut;;;;
tout;;;;
simple;;;;
...;;;;
Mais;;;;
voici;;;;
comment;;;;
il;;;;
etait;;;;
la;;;;
.;;;;
Le;;;;
jour;;;;
oi;;;;
le;;;;
petit;;;;
Chose;;;;
quittait;;;;
le;;;;
college;;;;
,;;;;
l';;;;
abbe;;;;
Germane;;;;
lui;;;;
avait;;;;
dit;;;;
:;;;;
';;;;
ai;;;;
bien;;;;
un;;;;
frere;;;;
a;;;;
Paris;;;;
,;;;;
un;;;;
brave;;;;
homme;;;;
de;;;;
pretre;;;;
...;;;;
mais;;;;
bastel;;;;
quoi;;;;
bon;;;;
te;;;;
donner;;;;
son;;;;
adresse;;;;
...;;;;
Je;;;;
suis;;;;
sur;;;;
que;;;;
tu;;;;
n';;;;
irais;;;;
pas.n;;;;
Voyez;;;;
un;;;;
peu;;;;
la;;;;
destineel;;;;
Ce;;;;
frere;;;;
de;;;;
l';;;;
abbe;;;;
etait;;;;
cure;;;;
de;;;;
l';;;;
eglise;;;;
Saint-Pierre;;;;
a;;;;
Montmartre;;;;
,;;;;
et;;;;
c';;;;
est;;;;
lui;;;;
que;;;;
la;;;;
pauvre;;;;
mere;;;;
Jacques;;;;
avait;;;;
appele;;;;
h;;;;
son;;;;
lit;;;;
de;;;;
mort;;;;
.;;;;
Juste;;;;
a;;;;
ce;;;;
moment;;;;
,;;;;
il;;;;
se;;;;
trouvait;;;;
que;;;;
l';;;;
abbe;;;;
Germane;;;;
etait;;;;
de;;;;
passage;;;;
a;;;;
Paris;;;;
et;;;;
logeait;;;;
au;;;;
presbytere;;;;
...;;;;
Le;;;;
soir;;;;
du;;;;
decembre;;;;
,;;;;
son;;;;
frere;;;;
lui;;;;
dit;;;;
en;;;;
rentrant;;;;
:;;;;
-;;;;
e;;;;
viens;;;;
de;;;;
porter;;;;
l';;;;
extreme;;;;
-;;;;
onction;;;;
a;;;;
un;;;;
malheureux;;;;
enfant;;;;
qui;;;;
meurt;;;;
tout;;;;
pres;;;;
d';;;;
ici;;;;
.;;;;
Il;;;;
faudra;;;;
prier;;;;
pour;;;;
lui;;;;
,;;;;
l';;;;
abbel;;;;
L';;;;
abbe;;;;
repondit;;;;
:;;;;
aJ';;;;
y;;;;
penserai;;;;
demain;;;;
,;;;;
en;;;;
disant;;;;
ma;;;;
messe;;;;
.;;;;
Com-;;;;
ment;;;;
s';;;;
appelle;;;;
-t;;;;
-il;;;;
?;;;;
...;;;;
-;;;;
Attends;;;;
...;;;;
c';;;;
est;;;;
un;;;;
nom;;;;
du;;;;
Midi;;;;
,;;;;
assez;;;;
difficile;;;;
a;;;;
retenir;;;;
...;;;;
Jacques;;;;
Eyssette;;;;
...;;;;
Oui;;;;
,;;;;
c';;;;
est;;;;
cela;;;;
...;;;;
Iacques;;;;
Eyssette;;;;
..;;;;
Ce;;;;
nom;;;;
rappela;;;;
a;;;;
l';;;;
abbe;;;;
certain;;;;
petit;;;;
pion;;;;
de;;;;
sa;;;;
connaissance;;;;
	;;;;
et;;;;
sans;;;;
perdre;;;;
une;;;;
minute;;;;
il;;;;
courut;;;;
l';;;;
hotel;;;;
Pilois;;;;
...;;;;
En;;;;
entrant;;;;
,;;;;
il;;;;
m';;;;
aper-;;;;
cut;;;;
debout;;;;
,;;;;
cramponne;;;;
a;;;;
la;;;;
main;;;;
de;;;;
Jacques;;;;
.;;;;
Il;;;;
ne;;;;
voulut;;;;
pas;;;;
deranger;;;;
ma;;;;
douleur;;;;
et;;;;
renvoya;;;;
tout;;;;
le;;;;
monde;;;;
en;;;;
disant;;;;
qu';;;;
il;;;;
veillerait;;;;
avec;;;;
moi;;;;
	;;;;
puis;;;;
il;;;;
s';;;;
agenouilla;;;;
,;;;;
et;;;;
ce;;;;
ne;;;;
fut;;;;
que;;;;
fort;;;;
avant;;;;
dans;;;;
la;;;;
nuit;;;;
qu';;;;
effraye;;;;
de;;;;
mon;;;;
immobilite;;;;
il;;;;
me;;;;
frappa;;;;
sur;;;;
l';;;;
epaule;;;;
et;;;;
se;;;;
fit;;;;
connaitre;;;;
.;;;;
A;;;;
partir;;;;
de;;;;
ce;;;;
moment;;;;
,;;;;
je;;;;
ne;;;;
sais;;;;
plus;;;;
bien;;;;
ce;;;;
qui;;;;
se;;;;
passa;;;;
.;;;;
La;;;;
fin;;;;
de;;;;
cette;;;;
nuit;;;;
terrible;;;;
,;;;;
le;;;;
jour;;;;
qui;;;;
la;;;;
suivit;;;;
,;;;;
le;;;;
lendemain;;;;
de;;;;
ce;;;;
jour;;;;
et;;;;
beaucoup;;;;
d';;;;
autres;;;;
lendemains;;;;
encore;;;;
ne;;;;
m';;;;
ont;;;;
laisse;;;;
que;;;;
de;;;;
vagues;;;;
souvenirs;;;;
confus;;;;
.;;;;
Il;;;;
y;;;;
a;;;;
la;;;;
un;;;;
grand;;;;
trou;;;;
dans;;;;
ma;;;;
memoire;;;;
.;;;;
Pourtant;;;;
je;;;;
me;;;;
souviens;;;;
,;;;;
-;;;;
mais;;;;
comme;;;;
de;;;;
choses;;;;
arrivees;;;;
il;;;;
y;;;;
a;;;;
des;;;;
siecles;;;;
,;;;;
-;;;;
d';;;;
une;;;;
longue;;;;
marche;;;;
interminable;;;;
dans;;;;
la;;;;
boue;;;;
de;;;;
Paris;;;;
,;;;;
derriere;;;;
la;;;;
voiture;;;;
noire;;;;
.;;;;
e;;;;
me;;;;
vois;;;;
allant;;;;
,;;;;
tete;;;;
nue;;;;
,;;;;
entre;;;;
Pierrotte;;;;
et;;;;
l';;;;
abbe;;;;
Germane;;;;
.;;;;
Une;;;;
pluie;;;;
froide;;;;
melee;;;;
de;;;;
gresil;;;;
nous;;;;
fouette;;;;
le;;;;
visage;;;;
	;;;;
Pierrotte;;;;
a;;;;
un;;;;
grand;;;;
parapluie;;;;
	;;;;
mais;;;;
il;;;;
le;;;;
tient;;;;
si;;;;
mal;;;;
et;;;;
la;;;;
pluie;;;;
tombe;;;;
si;;;;
dru;;;;
que;;;;
la;;;;
soutane;;;;
de;;;;
l';;;;
abbe;;;;
ruisselle;;;;
,;;;;
toute;;;;
luisantel;;;;
...;;;;
Il;;;;
pleutl;;;;
il;;;;
pleutl;;;;
ohl;;;;
comme;;;;
il;;;;
pleutl;;;;
Pres;;;;
de;;;;
nous;;;;
,;;;;
a;;;;
cote;;;;
de;;;;
la;;;;
voiture;;;;
,;;;;
marche;;;;
un;;;;
long;;;;
monsieur;;;;
tout;;;;
en;;;;
noir;;;;
,;;;;
qui;;;;
porte;;;;
une;;;;
baguette;;;;
d';;;;
ebene;;;;
.;;;;
Celui;;;;
-;;;;
la;;;;
,;;;;
c';;;;
est;;;;
le;;;;
maitre;;;;
des;;;;
ceremonies;;;;
,;;;;
une;;;;
sorte;;;;
de;;;;
chambellan;;;;
de;;;;
la;;;;
mort;;;;
.;;;;
Comme;;;;
tous;;;;
lesr;;;;
11;;;;
1;;;;
1;;;;
:;;;;
1-;;;;
R;;;;
=;;;;
-;;;;
,;;;;
,;;;;
11;;;;
1;;;;
lI;;;;
-;;;;
1;;;;
.;;;;
1y;;;;
1;;;;
M;;;;
-;;;;
(;;;;
';;;;
,;;;;
-hh;;;;
I;;;;
n8;;;;
..;;;;
-g;;;;
l;;;;
.;;;;
MI;;;;
-//;;;;
ei;;;;
5;;;;
LL;;;;
.;;;;
-a24I;;;;
chambellans;;;;
,;;;;
il;;;;
a;;;;
le;;;;
manteau;;;;
de;;;;
soie;;;;
,;;;;
l';;;;
epee;;;;
,;;;;
la;;;;
culotte;;;;
courte;;;;
et;;;;
le;;;;
claque;;;;
...;;;;
IEst;;;;
-;;;;
une;;;;
hallucination;;;;
de;;;;
mon;;;;
cerveau;;;;
...;;;;
Je;;;;
trouve;;;;
que;;;;
cet;;;;
homme;;;;
ressemble;;;;
a;;;;
M.;;;;
Viot;;;;
,;;;;
le;;;;
surveillant;;;;
general;;;;
du;;;;
college;;;;
de;;;;
Sarlande;;;;
.;;;;
Il;;;;
est;;;;
long;;;;
comme;;;;
lui;;;;
,;;;;
tient;;;;
comme;;;;
lui;;;;
sa;;;;
tete;;;;
penchee;;;;
sur;;;;
l';;;;
epaule;;;;
et;;;;
chaque;;;;
fois;;;;
qu';;;;
il;;;;
me;;;;
regarde;;;;
,;;;;
il;;;;
a;;;;
ce;;;;
meme;;;;
sourire;;;;
faux;;;;
et;;;;
glacial;;;;
qui;;;;
courait;;;;
sur;;;;
les;;;;
levres;;;;
du;;;;
terrible;;;;
porte-clefs;;;;
.;;;;
Ce;;;;
n';;;;
est;;;;
pas;;;;
M.;;;;
Viot;;;;
,;;;;
mais;;;;
c';;;;
est;;;;
peut;;;;
-;;;;
etre;;;;
son;;;;
ombre;;;;
.;;;;
La;;;;
voiture;;;;
noire;;;;
avance;;;;
toujours;;;;
,;;;;
mais;;;;
si;;;;
lentement;;;;
,;;;;
si;;;;
lentement;;;;
...;;;;
Il;;;;
me;;;;
semble;;;;
que;;;;
nous;;;;
n';;;;
arriverons;;;;
jamais;;;;
...;;;;
Enfin;;;;
,;;;;
nous;;;;
voici;;;;
dans;;;;
un;;;;
jardin;;;;
triste;;;;
,;;;;
plein;;;;
d';;;;
une;;;;
boue;;;;
jaunatre;;;;
oi;;;;
l';;;;
on;;;;
enfonce;;;;
jusqu';;;;
aux;;;;
chevilles;;;;
.;;;;
Nous;;;;
nous;;;;
arretons;;;;
au;;;;
bord;;;;
d';;;;
un;;;;
grand;;;;
trou;;;;
.;;;;
Des;;;;
hommes;;;;
en;;;;
manteaux;;;;
courts;;;;
apportent;;;;
une;;;;
grande;;;;
boite;;;;
tres;;;;
lourde;;;;
qu';;;;
il;;;;
faut;;;;
descendre;;;;
la;;;;
-;;;;
dedans;;;;
.;;;;
L';;;;
operation;;;;
est;;;;
difficile;;;;
.;;;;
Les;;;;
cordes;;;;
,;;;;
toutes;;;;
raides;;;;
de;;;;
pluie;;;;
,;;;;
ne;;;;
glissent;;;;
pas;;;;
.;;;;
';;;;
entends;;;;
un;;;;
des;;;;
hommes;;;;
qui;;;;
crie;;;;
:;;;;
Les;;;;
pieds;;;;
en;;;;
avantl;;;;
les;;;;
pieds;;;;
en;;;;
avantl;;;;
...;;;;
v;;;;
En;;;;
face;;;;
de;;;;
moi;;;;
,;;;;
de;;;;
l';;;;
autre;;;;
c6te;;;;
du;;;;
trou;;;;
,;;;;
l';;;;
ombre;;;;
de;;;;
M.;;;;
Viot;;;;
,;;;;
la;;;;
tete;;;;
penchee;;;;
sur;;;;
l';;;;
epaule;;;;
,;;;;
continue;;;;
a;;;;
me;;;;
sourire;;;;
doucement;;;;
.;;;;
Longue;;;;
,;;;;
mince;;;;
,;;;;
etranglee;;;;
dans;;;;
ses;;;;
habits;;;;
de;;;;
deuil;;;;
,;;;;
elle;;;;
se;;;;
detache;;;;
sur;;;;
le;;;;
gris;;;;
du;;;;
ciel;;;;
,;;;;
comme;;;;
une;;;;
grande;;;;
sauterelle;;;;
noire;;;;
,;;;;
toute;;;;
mouillee;;;;
..;;;;
Maintenant;;;;
,;;;;
je;;;;
suis;;;;
seul;;;;
avec;;;;
Pierrotte;;;;
...;;;;
Nous;;;;
descendons;;;;
le;;;;
faubourg;;;;
Montmartre;;;;
...;;;;
Pierrotte;;;;
cherche;;;;
une;;;;
voiture;;;;
,;;;;
mais;;;;
il;;;;
n';;;;
en;;;;
trouve;;;;
pas;;;;
.;;;;
Je;;;;
marche;;;;
a;;;;
c6ote;;;;
de;;;;
lui;;;;
,;;;;
mon;;;;
chapeau;;;;
a;;;;
la;;;;
main;;;;
	;;;;
il;;;;
me;;;;
semble;;;;
que;;;;
je;;;;
suis;;;;
toujours;;;;
derriere;;;;
le;;;;
corbillard;;;;
...;;;;
Tout;;;;
le;;;;
long;;;;
du;;;;
faubourg;;;;
,;;;;
les;;;;
gens;;;;
se;;;;
retournent;;;;
pour;;;;
voir;;;;
ce;;;;
gros;;;;
homme;;;;
qui;;;;
pleure;;;;
en;;;;
appelant;;;;
des;;;;
fiacres;;;;
et;;;;
cet;;;;
enfant;;;;
qui;;;;
va;;;;
tete;;;;
nue;;;;
sous;;;;
une;;;;
pluie;;;;
battante;;;;
...;;;;
Nous;;;;
allons;;;;
,;;;;
nous;;;;
allons;;;;
toujours;;;;
.;;;;
Et;;;;
je;;;;
suis;;;;
las;;;;
,;;;;
ct;;;;
ma;;;;
tete;;;;
est;;;;
lourde;;;;
...;;;;
Enfin;;;;
,;;;;
voici;;;;
le;;;;
passage;;;;
du;;;;
Saumon;;;;
,;;;;
l';;;;
ancienne;;;;
maison;;;;
Lalouette;;;;
avec;;;;
ses;;;;
contrevents;;;;
peints;;;;
,;;;;
ruisselants;;;;
d';;;;
eau;;;;
verte;;;;
...;;;;
Sans;;;;
entrer;;;;
dans;;;;
la;;;;
boutique;;;;
,;;;;
nous;;;;
montons;;;;
chez;;;;
Pierrotte;;;;
...;;;;
Au;;;;
premier;;;;
etage;;;;
,;;;;
les;;;;
forces;;;;
me;;;;
manquent;;;;
.;;;;
e;;;;
m';;;;
assieds;;;;
sur;;;;
une;;;;
marche;;;;
.;;;;
Impossible;;;;
d';;;;
aller;;;;
plus;;;;
loin;;;;
	;;;;
ma;;;;
tete;;;;
est;;;;
trop;;;;
lourde;;;;
...;;;;
Alors;;;;
Pierrotte;;;;
me;;;;
prend;;;;
dans;;;;
ses;;;;
bras;;;;
	;;;;
et;;;;
tandis;;;;
qu';;;;
il;;;;
me;;;;
monte;;;;
chez;;;;
lui;;;;
aux;;;;
trois;;;;
quarts;;;;
mort;;;;
et;;;;
grelottant;;;;
de;;;;
fievre;;;;
,;;;;
j';;;;
entends;;;;
le;;;;
gresil;;;;
qui;;;;
petille;;;;
sur;;;;
la;;;;
vitrine;;;;
du;;;;
passage;;;;
et;;;;
l';;;;
eau;;;;
des;;;;
gouttieres;;;;
qui;;;;
tombe;;;;
a;;;;
grand;;;;
bruit;;;;
dans;;;;
la;;;;
cour;;;;
...;;;;
Il;;;;
pleutl;;;;
il;;;;
pleutl;;;;
ohl;;;;
comme;;;;
il;;;;
pleutlXWI;;;;
LA;;;;
FIN;;;;
DU;;;;
REVE;;;;
Le;;;;
petit;;;;
Chose;;;;
est;;;;
malade;;;;
	;;;;
le;;;;
petit;;;;
Chose;;;;
va;;;;
mourir;;;;
...;;;;
Devant;;;;
le;;;;
passage;;;;
du;;;;
Saumon;;;;
,;;;;
une;;;;
large;;;;
litiere;;;;
de;;;;
paille;;;;
qu';;;;
on;;;;
renouvelle;;;;
tous;;;;
les;;;;
deux;;;;
jours;;;;
fait;;;;
dire;;;;
aux;;;;
gens;;;;
de;;;;
la;;;;
rue;;;;
:;;;;
Il;;;;
y;;;;
a;;;;
la;;;;
-;;;;
haut;;;;
quelque;;;;
vieux;;;;
richard;;;;
en;;;;
train;;;;
de;;;;
mourir;;;;
...;;;;
n;;;;
Ce;;;;
n';;;;
est;;;;
pas;;;;
un;;;;
vieux;;;;
richard;;;;
qui;;;;
va;;;;
mourir;;;;
,;;;;
c';;;;
est;;;;
le;;;;
petit;;;;
Chose;;;;
...;;;;
Tous;;;;
les;;;;
medecins;;;;
1'ont;;;;
condamne;;;;
.;;;;
Deux;;;;
fievres;;;;
typhoides;;;;
en;;;;
deux;;;;
ans;;;;
,;;;;
c';;;;
est;;;;
beaucoup;;;;
trop;;;;
pour;;;;
ce;;;;
cervelet;;;;
d';;;;
oiseau;;;;
-;;;;
mouchel;;;;
Allonsl;;;;
vite;;;;
,;;;;
attelez;;;;
la;;;;
voiture;;;;
noirel;;;;
Que;;;;
la;;;;
